"acidity","residualSugar","density","pH","alcohol"
6.1,1.3,0.9912,3.41,11.1
5.8,2.6,0.98936,3.36,13.9
7.6,12,0.9983,2.99,9.2
6.8,9.85,0.99532,2.98,10.5
6.7,3.85,0.99189,3.04,11.3
6.8,2,0.99,3.24,12.9
6.2,1.6,0.98914,3.26,12.9
6.9,7.8,0.99537,3.12,9.6
6.8,1.9,0.99,3.25,12.9
6.8,2,0.99,3.24,12.9
6.6,10.3,0.99742,3.04,8.8
6.6,1.1,0.98884,3.23,13.2
7.6,12,0.9983,2.99,9.2
6.7,3.85,0.99189,3.04,11.3
6.8,9.85,0.99532,2.98,10.5
6.7,2,0.99284,3.3,10.5
6.5,4,0.99026,3.2,12.6
6.5,1.1,0.99297,3.05,9.5
6.2,10.4,0.99711,3.31,9.8
6.2,6.1,0.98934,3.04,13.4
7.6,1.8,0.9913,3.05,11.8
6.2,10.4,0.99711,3.31,9.8
5.9,4.7,0.98964,3.22,13.1
6.5,4,0.99026,3.2,12.6
5.8,1.1,0.992,3.26,10.4
5.4,6.4,0.98944,3.22,13.4
6.1,8.15,0.99031,3.06,13
6.2,6.1,0.98934,3.04,13.4
7.5,4.8,0.99393,3.11,10.2
6.9,1.2,0.9904,3.07,11.7
6.5,1.1,0.99297,3.05,9.5
7.8,1.4,0.99088,3.03,11.7
6.7,7.4,0.99254,3.04,11.4
7.6,1.8,0.9913,3.05,11.8
8,1,0.99158,3.09,11.2
6,15.5,0.99408,3.19,13
6,15.5,0.99408,3.19,13
6.7,8.4,0.99473,3.34,10.9
6.3,2.4,0.98998,3.14,11.6
6,3.95,0.99146,3.3,11.3
7.7,19.95,0.99742,3.29,12
6.4,2,0.99273,3.38,10.5
6.1,3,0.98922,3.31,13.1
6,15.5,0.99408,3.19,13
6.7,8.4,0.99473,3.34,10.9
6.7,14.3,0.99869,3.14,9.1
6.9,4.2,0.9896,3.18,13.4
6.5,1.4,0.99108,3.33,11.5
6,3,0.99134,3.38,11.2
7.5,4.9,0.99385,3.36,10.9
7.1,2.4,0.98936,3.19,13.5
6.7,14.3,0.99869,3.14,9.1
6.4,10.7,0.99606,3.17,9.9
7,11,0.99508,2.98,10.5
6.5,1.4,0.99038,3.18,11.7
6.3,1.2,0.99158,3.49,11
7.9,12.9,0.9932,2.99,13
7.7,10.8,0.99164,2.93,13.6
6.8,1.3,0.98987,3.08,12.3
7.2,2,0.98947,3.25,13.3
6.6,1.8,0.98819,3.08,13.7
7.5,1.2,0.99133,3.19,11.1
6.9,7.5,0.99143,3.23,13.4
6,9.7,0.99571,3.05,9.1
5.9,3.8,0.99139,3.31,11.3
6.6,7.2,0.99537,3.2,9.4
6,9.7,0.99571,3.05,9.1
5.3,6.3,0.99186,3.37,11.6
5.3,6.3,0.99186,3.37,11.6
8.9,0.8,0.98984,3.01,12.4
7.6,8.6,0.9963,3.11,9.8
6.9,6.3,0.99312,3.09,11.1
7.1,3.1,0.9897,3.26,13.1
7.2,7.2,0.9955,3.14,9.7
6.4,7.1,0.99528,3.15,9.2
7.2,6.4,0.99279,3.1,11.7
6.6,14.7,0.99704,3.14,10.6
7.2,7.2,0.9955,3.14,9.7
6.4,7.1,0.99528,3.15,9.2
7.2,1.9,0.9914,3.1,10.9
6.2,1.2,0.99224,3.23,10.1
6.5,4.8,0.99074,3.17,12.2
7.2,1.2,0.98892,3.03,12.7
7.8,3.4,0.98959,2.98,13
8.1,4.3,0.99212,3.16,11.2
6.6,8.5,0.99576,3.2,9.4
6,1.8,0.9919,3.41,11
6,1.8,0.9919,3.41,11
7.3,19.5,1.00037,3.1,9.2
6.6,8.5,0.99576,3.2,9.4
7.3,19.9,1.00037,3.1,9.2
6.2,8.3,0.992,3.22,12.3
6,1.8,0.9919,3.41,11
7.2,1.1,0.99218,3.04,10
5.7,16.65,0.99855,3.24,9
5.7,16.65,0.99855,3.24,9
5.7,16.65,0.99855,3.24,9
8.1,0.9,0.99062,2.92,11.1
5.8,6.1,0.99362,3.06,9.9
4.8,10.2,0.99324,3.66,12.2
8.1,0.9,0.99062,2.92,11.1
5.7,16.65,0.99855,3.24,9
7.5,3.85,0.99098,3.01,11.8
6.6,4.4,0.99036,3.11,12.9
7,4.5,0.99398,2.86,9
7.6,3.2,0.9903,3.01,12.4
7,4.5,0.99398,2.86,9
6.6,4.4,0.99036,3.11,12.9
8,9.7,0.99406,2.99,11.2
7.6,4.2,0.9906,3,12.6
6.9,4.2,0.99089,3.12,11.5
7.8,1.1,0.99096,3.07,11.3
8,9.7,0.99406,2.99,11.2
6.9,4.2,0.99089,3.12,11.5
5.9,5.6,0.9936,3.32,10.5
7.6,4.2,0.9906,3,12.6
7.8,1.6,0.9911,3.15,11.9
8.1,1.6,0.99396,3.18,10.1
6.8,1.1,0.99089,3.15,11
7.4,14.6,0.9968,3.14,10.6
7.3,2.6,0.99138,3.04,11.3
6.7,1.2,0.99098,3.1,11.2
7.4,7.25,0.99238,2.94,11.5
7.5,6.55,0.99244,2.92,11.1
7.2,7,0.99176,3.14,12.8
6.3,1.5,0.98993,3.3,12.3
7.7,1.4,0.9929,3.26,10.4
7.4,7.25,0.99238,2.94,11.5
7,1,0.98988,3.16,11.7
5.8,4.2,0.992,3.35,10.7
6.8,17.5,0.99784,2.85,9.5
6.8,17.5,0.99784,2.85,9.5
6.8,17.5,0.99784,2.85,9.5
6.6,1.5,0.99006,3.18,12
6.4,1.3,0.99211,3.31,10.8
5.6,3.9,0.99202,3.35,10.7
5.6,4.2,0.992,3.35,10.7
6.8,7.6,0.99332,3.12,10.7
7.2,1,0.98958,3.12,12.1
6.6,1.1,0.98939,3,11.9
6.6,11.8,0.99492,3.18,10.8
5.8,1.4,0.99043,3.59,12.3
6.6,9.7,0.99787,3.3,9.4
6.8,12.9,0.99654,3.2,9.9
6.6,1.6,0.99304,3.35,10.4
6.6,7.2,0.9952,3.35,10.4
7,7.1,0.99165,3.15,12.6
7.4,1.9,0.9892,2.93,12.5
6.7,8.8,0.99628,3.04,9.4
6.4,7.2,0.99604,3.11,9.2
6.8,1.4,0.99164,3.27,11.2
7,14.3,0.998,2.91,9.2
7,14.3,0.998,2.91,9.2
6.7,8.8,0.99628,3.04,9.4
6.8,1.4,0.99164,3.27,11.2
6.8,1.8,0.99226,3.27,10.8
7,14.3,0.998,2.91,9.2
6.4,7.2,0.99604,3.11,9.2
7.2,1.2,0.98914,2.96,12.5
7.7,11.8,0.99794,3,9.3
7,0.9,0.99048,3.21,11.4
7.1,12.6,0.99726,3.04,10
6.8,26.05,1.00295,3.06,10.6
6.3,4.7,0.99278,3.07,10.7
7.1,12.6,0.99726,3.04,10
7.2,1.2,0.98914,2.96,12.5
6.8,26.05,1.00295,3.06,10.6
6.6,6.1,0.99054,3.19,12.8
7.7,11.8,0.99794,3,9.3
7,0.9,0.99048,3.21,11.4
6.4,5.6,0.99459,3.24,9.5
6.4,5.3,0.99459,3.24,9.5
6.4,5.7,0.9946,3.24,9.5
6.6,8,0.99362,3.06,10.8
6.6,8,0.99362,3.06,10.8
6.5,17.6,0.99966,3.2,8.8
6.6,8,0.99362,3.06,10.8
7.6,8.8,0.99442,3.08,11
5.8,1.5,0.98918,3.29,12.4
6.5,1.4,0.99089,3.25,11.3
8.7,4.8,0.99474,3.12,11.2
6.4,2.4,0.99008,3.24,12.5
6.7,3.7,0.99348,3.12,10
6.8,4.9,0.99283,3.12,11
6,5.7,0.99398,3.16,10.5
6,5.7,0.99398,3.16,10.5
6.8,4.9,0.99283,3.12,11
6.4,2,0.9908,3.12,11.4
5.9,5.1,0.99165,3.16,11.3
7.2,4.5,0.99076,2.97,12.2
6.4,3.2,0.98942,2.9,12.6
7.3,6.65,0.99244,2.9,11.1
7,1.6,0.99058,3.26,12.3
6.9,4,0.99255,2.92,10.4
6.3,17.75,0.99916,3.13,8.8
6.6,1.4,0.99306,3.27,9.5
6.3,17.75,0.99916,3.13,8.8
6.8,7.2,0.99498,3.42,10.4
6.8,5.7,0.99,3.11,13
7.1,8.5,0.99338,3.16,12.2
5.7,11.4,0.99456,3.03,10.5
5.8,5.4,0.9926,3.33,10.8
5.4,2.7,0.98856,3.2,13.2
5.8,4.3,0.98946,3.16,13
6.7,1.2,0.99346,3.5,10
6.1,1.8,0.99268,3.42,10.4
6.5,1.3,0.98944,3.16,12.4
5,5.7,0.98976,3.27,12.9
5.4,2.7,0.98856,3.2,13.2
6.8,11.7,0.99523,3.02,10.5
5.8,4.3,0.98946,3.16,13
6.5,11,0.99402,3.07,11.2
5.9,1.6,0.98916,3.41,12.7
6.2,11.6,0.99655,3.14,9.4
6.8,6.2,0.99071,3.03,12.9
7.3,1.8,0.98889,2.96,13
5.4,1.2,0.98742,3.31,13.6
6.6,1,0.99336,3.32,9.1
5.6,2.4,0.992,3.25,10.4
5.3,1.2,0.98742,3.31,13.6
6.9,8.2,0.99275,3.28,12.2
7.2,18.8,1.00044,3.1,8.7
7.1,9.6,0.99444,3.04,10.5
6.8,12.9,0.99742,3.24,10.2
7,9.2,0.99228,3.06,12.5
6.4,1.2,0.99058,3.11,11.3
6.8,12.9,0.99742,3.24,10.2
6.8,8,0.99164,3.13,12.6
6.8,12.9,0.99742,3.24,10.2
7.6,1.6,0.99438,3.09,9.8
6,12,0.99402,3.15,10.8
7.1,2.5,0.99128,3.32,12.5
7,9.2,0.99228,3.06,12.5
5.6,4.4,0.991,3.3,11.5
7.4,8.8,0.9931,2.98,11.4
7.1,9.6,0.99444,3.04,10.5
6.8,8,0.99164,3.13,12.6
7.2,18.8,1.00044,3.1,8.7
6.4,1.3,0.99112,3.17,11
6.4,1.2,0.99058,3.11,11.3
6.8,12.9,0.99742,3.24,10.2
6.3,1.2,0.98961,3.06,11.6
7.6,1.6,0.99438,3.09,9.8
7,1.5,0.99344,3.1,10.1
6.6,18.15,0.99904,3.06,9.2
7.5,13.1,0.99884,3.05,9.1
7.5,13.1,0.99884,3.05,9.1
7.5,13.1,0.99884,3.05,9.1
7.5,13.1,0.99884,3.05,9.1
6.6,1,0.98949,2.96,11.7
6.7,1.6,0.99014,3.23,12.6
7.7,11.8,0.99786,2.86,9
6.7,1.4,0.99206,3.12,10.1
4.7,1,0.98722,3.3,13.6
7.5,13.1,0.99884,3.05,9.1
6.3,10.6,0.99666,3.09,9.2
6.6,10.4,0.99754,3.12,8.8
8.5,1.1,0.99272,2.83,10
6.5,7.4,0.99712,3.47,9.1
6.8,1.2,0.99104,3.04,11.2
6.3,3.4,0.99373,3.11,9.2
6.6,18.15,0.99904,3.06,9.2
6.6,8,0.9956,3.18,9.5
6.3,2.5,0.99095,3.35,11.9
7.7,2,0.99382,3.11,9.8
7.7,2,0.99382,3.11,9.8
5.7,6.9,0.99299,3.36,10.8
5.4,1.2,0.99048,3.37,11.3
6.6,9.4,0.99254,3.17,12.1
4.8,2.9,0.9902,3.38,11.3
5.7,6.9,0.99299,3.36,10.8
6.2,5.4,0.99012,3.36,13.5
7.5,1.3,0.99293,3.28,10.3
6.2,20.8,1.00022,3.11,9
7,10.3,0.99382,3.08,11.6
7.5,1.3,0.99293,3.28,10.3
6.5,1.6,0.98954,3.21,12.5
6,13.1,0.99936,3.39,8.6
6.1,1.8,0.9884,3.19,13.4
6.5,8,0.99144,3.22,12.7
7.1,1.6,0.99324,2.97,9.2
5.6,1.4,0.99174,3.32,10.2
7,14.7,0.99792,2.96,9
7,14.7,0.99792,2.96,9
7,14.7,0.99792,2.96,9
7,14.7,0.99792,2.96,9
7,14.7,0.99792,2.96,9
7,14.7,0.99792,2.96,9
7,14.7,0.99792,2.96,9
7.4,1.8,0.99043,3.02,11.9
6.8,10.6,0.99654,2.89,9
6.2,12.5,0.99758,3.3,9
6.3,6.8,0.99374,3.43,11
7,14.7,0.99792,2.96,9
5.5,2.9,0.99243,3.28,10
6.5,1.4,0.99216,3.29,10.7
6.6,1.4,0.99215,3.29,10.7
5.4,2.1,0.98953,3.39,13.4
7.8,7.4,0.99278,2.99,11
5.5,2.9,0.99243,3.28,10
6.5,1.4,0.99216,3.29,10.7
6.6,1.4,0.99215,3.29,10.7
7.8,7.4,0.99278,2.99,11
7.8,5,0.99186,2.99,11
6.1,2.5,0.99072,3.16,11.1
7.4,6.1,0.99244,2.79,10.9
6.7,2.7,0.99084,3.03,11.5
5.4,2.1,0.98953,3.39,13.4
6.9,12.9,0.99754,3.08,9.4
6.9,12.9,0.99754,3.08,9.4
6.9,12.9,0.99754,3.08,9.4
6.3,13.7,0.99567,3.17,10.6
6.9,12.9,0.99754,3.08,9.4
7.4,2.4,0.99094,3.03,12
6.1,9.8,0.99532,3.14,10.2
6.3,13.7,0.99567,3.17,10.6
5,1.3,0.9874,3.26,13.5
6.7,12.1,0.99794,3.31,9.7
6.5,6.1,0.99122,3.24,12.2
6.9,7.7,0.99226,3.11,12.3
6.5,6.1,0.99122,3.24,12.2
6.3,1.4,0.99099,3.42,11.4
6.5,7.7,0.99134,3.2,12.7
6.7,12.1,0.99794,3.31,9.7
7.4,6.8,0.99338,3.13,10.8
7.6,9.2,0.9938,3.08,11
6.4,8.3,0.9955,3.18,9.5
6.5,17.4,0.99776,3.2,10.1
5.6,2.7,0.98964,3.46,13.2
7.4,12.8,0.99808,3.02,8.8
6.4,8.2,0.99551,3.18,9.5
6.6,8.1,0.99548,3.18,9.5
6.6,8.2,0.99541,3.16,9.5
6.4,8.3,0.9955,3.18,9.5
6.5,8,0.99536,3.18,9.5
6.8,11.8,0.99524,3.03,10.4
6.3,12,0.9961,3.14,9.9
5.5,1.7,0.99224,3.22,10
6.5,17.4,0.99776,3.2,10.1
6.6,13.9,0.99702,3.17,9.4
7,10.7,0.99657,3.03,9.3
7.9,2,0.99176,3.05,10.9
7,2.2,0.99166,3.2,11.4
8.1,1.3,0.99242,2.99,10.3
8.3,1.1,0.99109,3.02,11
7.9,2,0.99176,3.05,10.9
7.2,6.4,0.99278,2.99,10.8
8.1,1.3,0.99242,2.99,10.3
8.3,1.1,0.99109,3.02,11
7,10.7,0.99657,3.03,9.3
6.8,6.4,0.99358,2.96,10.2
6.9,6.3,0.99358,2.96,10.2
7.2,6.4,0.99278,2.99,10.8
6.8,15.1,0.99705,3.24,10.5
7.2,2,0.9912,3.13,11.1
7.9,2,0.99176,3.05,10.9
7,2.2,0.99166,3.2,11.4
7.4,12.1,0.99677,3.22,10.3
6.3,8.8,0.99172,3.28,12.9
6.8,8.8,0.9953,3.12,9.9
6.3,5.1,0.99186,3.24,11.3
5.1,6.8,0.99188,3.38,11.5
5.1,6.8,0.99188,3.38,11.5
6.3,3.7,0.99158,3,10.7
6.9,12.2,0.99522,3.03,10.4
7,5.7,0.99176,3.17,12.5
6.7,8.1,0.99558,3.19,9.5
7.3,2.5,0.9911,3.05,11.3
6.7,4,0.99016,3.26,13
5.1,6.8,0.99188,3.38,11.5
5.1,1,0.98956,3.22,11.5
6.3,5.1,0.99186,3.24,11.3
7.1,5.8,0.99062,3.15,13.2
4.8,10.6,0.99274,3.46,11.5
6.8,3.5,0.993,2.83,9.6
6.8,3.5,0.993,2.83,9.6
7,16.4,0.9978,3.15,9.7
6.5,4.8,0.9946,3.14,9.2
6.2,3.3,0.99429,3.16,8.4
8,1.2,0.99002,3,12.4
8,1.2,0.99002,3,12.4
6.5,4.8,0.9946,3.14,9.2
6.2,3.3,0.99429,3.16,8.4
6.7,2.5,0.9909,3.14,11.7
6.6,8.7,0.99294,2.96,11
7.5,1.6,0.99044,2.97,11.9
7.5,4,0.98958,3.2,13.2
6.7,2.5,0.9909,3.14,11.7
6.4,16.2,0.9986,3.26,9.1
6.7,9,0.99262,3.34,12.6
6.4,16.2,0.9986,3.26,9.1
7.1,1.4,0.99212,3.17,10.5
8.2,7,0.99628,3.23,10.6
6.7,9,0.99262,3.34,12.6
5.9,3.1,0.98913,3.41,13.7
5.9,1.5,0.99021,3.36,12
6.6,4.6,0.99198,3.4,12.5
5.9,4.8,0.99226,3.55,12.1
5.9,4.6,0.99159,3.21,11.3
5.9,1.5,0.99021,3.36,12
5.4,2.7,0.99224,3.46,10.3
6.1,6.3,0.99068,3.27,12.7
7.3,7.2,0.99587,3.12,9.2
7.3,7.2,0.99587,3.12,9.2
6.2,12.4,0.99728,3.1,9.5
6.5,6.6,0.99364,3.16,10.1
6.5,6.6,0.99364,3.16,10.1
6.6,4,0.99018,3.25,13
6,4.8,0.98968,3.24,13.1
8.4,1.3,0.99178,3.1,11
7.3,7.2,0.99587,3.12,9.2
6,11.1,0.9961,3.08,9.4
6.2,12.4,0.99728,3.1,9.5
6.1,9.8,0.99534,3.16,10.2
6.5,6.6,0.99364,3.16,10.1
7.3,13.3,0.99864,3.06,8.6
7.6,11.7,0.99776,2.91,9
6.7,8,0.99545,3.13,9.6
7.4,1.6,0.99299,3.29,9.9
6.1,16.55,0.99665,3.2,10.5
7.1,1.5,0.99069,3.15,11.4
6.5,10.2,0.99692,3.18,9.4
6.8,6.6,0.99324,3.12,11.1
6,17.8,0.99896,3.1,8.9
6,17.8,0.99896,3.1,8.9
7.1,1.5,0.99226,3.15,10.8
6.8,7.4,0.99226,3.06,12.2
6,17.8,0.99896,3.1,8.9
7.2,2,0.99076,3.13,12.5
6.8,7.4,0.99226,3.06,12.2
7.2,2,0.99076,3.13,12.5
6,17.8,0.99896,3.1,8.9
6.2,12.1,0.9951,3.16,10.8
6.4,8.2,0.99234,2.99,11.4
7.1,1.5,0.99226,3.15,10.8
6,8.7,0.99368,3.18,10.6
7,3.5,0.9937,3.01,9.2
5.9,6.4,0.99151,3.24,12.2
7,2.1,0.99021,3.26,12.3
6.7,7.7,0.99479,3.23,10.4
7,12.3,0.9954,2.99,10.4
8.5,1.3,0.99176,3.07,11
6,8.7,0.99368,3.18,10.6
7,3.5,0.9937,3.01,9.2
4.8,1.1,0.99246,3.32,13.5
6.1,2.8,0.9908,2.95,11.4
5.8,3.5,0.98994,3.1,11.5
5,1.9,0.98746,3.21,14
6.5,3.8,0.99028,3.25,12.5
6.5,3.8,0.99028,3.25,12.5
6.7,2.4,0.98867,3.09,12.8
6.2,4.8,0.99174,3.23,11.2
6.2,4.8,0.99174,3.23,11.2
7.1,6.2,0.99021,3.17,13.6
7.2,1.3,0.99304,2.93,9.2
6.5,3.8,0.99028,3.25,12.5
7.2,1.5,0.99154,3.17,11.1
6.2,4.8,0.99174,3.23,11.2
4.7,1.9,0.98746,3.21,14
7.1,6.2,0.99021,3.17,13.6
6.2,7.9,0.9956,3.18,9.4
6.4,1.6,0.98779,3.12,14.2
6.6,1.4,0.98836,3,13.2
7.4,2.6,0.99138,3.04,11.2
7.3,14.8,0.99751,3.14,10.2
6.7,2.4,0.98867,3.09,12.8
8.6,0.9,0.99249,2.95,10.1
8.6,0.9,0.99249,2.95,10.1
8.6,1.2,0.99239,2.83,10.3
6.9,9.9,0.99512,3.19,9.9
6.5,3.9,0.99098,3.15,11.5
6.6,15.6,0.99872,3.18,9
6.6,15.6,0.99872,3.18,9
6.1,1.5,0.98894,3.03,12.1
6.2,1.6,0.988245,3.14,13.3
6.9,7.8,0.99326,3.22,11.5
8.7,5.6,0.99328,2.96,11
7.3,1.3,0.99222,3.28,10.7
7,16.7,0.99898,3.08,9.4
5.7,7.95,0.99486,3.44,10.3
6.5,6.7,0.99528,3.17,9.3
8.2,1.1,0.99062,2.88,12
6.2,6.3,0.99282,3.21,11
6.9,8.9,0.996,3.16,9.3
4.9,1,0.99138,3.24,10.1
7.2,1.5,0.99166,3.18,11.1
6.4,6.6,0.99408,2.99,9.9
6.1,6.2,0.99281,3.22,11
6.2,6.3,0.99282,3.21,11
6,2.1,0.98964,3.32,12.5
6.1,2.2,0.98952,3.31,12.7
5.7,5.4,0.99469,3.32,9.3
6.9,8.9,0.996,3.16,9.3
4.9,1,0.99138,3.24,10.1
6.3,17.9,0.9991,3.14,8.8
7,2.6,0.99047,2.88,11.2
8.4,1.3,0.99178,3.13,10.8
6.3,17.9,0.9991,3.14,8.8
7,2.6,0.99047,2.88,11.2
5.4,2.3,0.99207,3.24,10.3
7.7,4.3,0.99152,3.11,12
5.6,7.1,0.99438,3.26,9.5
5.6,7.1,0.99438,3.26,9.5
6.6,11.9,0.99622,3.14,9.8
7.6,11.7,0.99773,2.91,9
7.2,5.8,0.99088,3.17,13
6,3.8,0.99108,3.39,11.8
7.5,12.4,0.99803,2.97,8.8
7.3,6.5,0.99304,3.1,11.2
5.4,7.1,0.99438,3.26,9.5
6.3,7.6,0.99548,3.16,9.4
6.5,7.9,0.99551,3.16,9.5
6.4,2.8,0.99152,3.03,10.4
6.7,10.6,0.99572,3.08,9.8
6.4,2.8,0.99152,3.03,10.4
6.8,1.5,0.99244,3.06,10.3
6.3,7.6,0.99548,3.16,9.4
6.5,7.9,0.99551,3.16,9.5
6.1,1.7,0.9903,3.19,11.9
7,7.6,0.99162,3.15,12.8
6.9,7.5,0.99116,3.09,13
6.5,1.7,0.9922,3.26,10.4
6.5,1.7,0.99223,3.25,10.4
6.1,12.1,0.99481,3.21,10.7
6.3,4.5,0.9928,3.05,10.7
6.1,1.7,0.9903,3.19,11.9
5.6,8,0.99429,3.19,10.4
7,7.6,0.99162,3.15,12.8
6.8,8.6,0.99454,3.2,9.9
6.8,8.6,0.99454,3.2,9.9
7.3,14.6,0.99863,3.16,9.4
6.1,1.6,0.991,3.3,11.4
6.8,8.6,0.99454,3.2,9.9
7.3,14.6,0.99863,3.16,9.4
6.9,1.1,0.99317,2.99,9.2
6.7,3.7,0.99173,2.9,10.5
6.7,8.9,0.99455,3.25,11
6.7,8.9,0.99455,3.25,11
8,4.7,0.99186,2.9,12.1
6.7,8.9,0.99455,3.25,11
6,3.1,0.98944,3.22,12.8
6.4,5.8,0.9942,3.01,10.5
6.4,5.8,0.9942,3.01,10.5
6.4,5.8,0.9942,3.01,10.5
6.4,1,0.99238,3,9.5
6.1,15.8,0.99782,3.07,9.2
6.8,1.5,0.99111,3.07,11.1
6.5,5.2,0.99067,3.06,12.3
6.8,1.5,0.99111,3.07,11.1
5.4,2.5,0.98878,3.04,12.6
6.4,1,0.99238,3,9.5
6.1,15.8,0.99782,3.07,9.2
6.8,5.9,0.9938,3.2,10.8
7.2,3.1,0.99143,3,11.3
6,3.1,0.98944,3.22,12.8
6.4,5.8,0.9942,3.01,10.5
6.5,11.5,0.99588,3.08,9.8
6.5,18,1.00038,2.98,8.5
6.2,4.8,0.99424,3.16,9.3
7.2,8.5,0.99626,3.2,9.2
5.9,1.6,0.99076,3.21,11.4
6.4,18,1.00038,2.98,8.5
6.2,4.8,0.99424,3.16,9.3
6.4,5.9,0.99536,3.06,8.4
7,1.1,0.99318,3.04,9.2
7.2,8.5,0.99626,3.2,9.2
7.6,13.1,0.99726,3.18,10.4
6,4.1,0.99126,3.27,11.6
6.2,2.9,0.98998,3.25,12.4
7.6,13.1,0.99726,3.18,10.4
6.4,1.1,0.99304,3.09,9.3
5.9,1.5,0.9892,3.2,12.2
6.1,7.75,0.99296,3.22,11
6.9,1.15,0.99047,3.11,11.4
6.4,1,0.9924,3.06,9.5
6.8,17.8,0.9989,3.07,9.2
7.5,5.7,0.99338,3.13,11.1
6.8,17.8,0.9989,3.07,9.2
6.4,7.4,0.99404,3.24,11
7.3,1.4,0.99287,3.14,9.9
7.3,1.4,0.99286,3.14,9.9
6.4,1,0.9924,3.06,9.5
6.1,4.4,0.99058,3.35,12.4
6.3,1.6,0.9934,3.21,9.4
6.2,7.9,0.99545,3.23,9.3
7.4,15.5,0.9984,2.9,8.7
7.4,15.5,0.9984,2.9,8.7
7.4,15.5,0.9984,2.9,8.7
7.4,15.5,0.9984,2.9,8.7
7.2,17.55,0.99971,2.94,9
6.9,13.5,0.99546,3,10.7
6.9,13.5,0.99546,3,10.7
6.8,1.3,0.99058,3.02,11.3
7.4,15.5,0.9984,2.9,8.7
6.8,11.6,0.99314,2.96,11.7
6.2,7.9,0.99545,3.23,9.3
7.4,15.5,0.9984,2.9,8.7
7.2,17.55,0.99971,2.94,9
6.8,11.6,0.99314,2.96,11.7
6.5,13.15,0.99565,3.23,10.7
6.6,1.9,0.99056,3.05,11.4
6.9,13.5,0.99546,3,10.7
6.8,1.3,0.99058,3.02,11.3
6.4,6.1,0.99362,3.19,10
6.4,6.1,0.99362,3.19,10
7.4,1.9,0.99196,3.15,11.2
6.1,1.9,0.99255,3.07,9.7
5.5,1.6,0.99027,3.42,12.5
6.6,11.3,0.99302,3.27,12.9
7.1,8.4,0.99257,3.16,11.8
6.9,8.3,0.99506,3.16,10.6
7.1,8.4,0.99257,3.16,11.8
6.2,12.2,0.9952,3.19,10.7
6.1,8,0.99498,3.21,9.9
7.6,1.3,0.9903,2.96,12
7.5,12.7,0.99706,3.15,10.4
6.5,1.3,0.99398,3.19,8.5
6.6,10.5,0.99588,3.13,9.9
5.7,12.5,0.99691,3.08,9.4
7.4,9.6,0.99608,3.13,10.4
5.7,1.5,0.99142,3.3,11
5.8,1.5,0.99138,3.3,11
5.4,7.8,0.99432,3.19,10.4
5.7,10.8,0.99592,3.1,9.8
5.7,12.5,0.99691,3.08,9.4
5.9,8.6,0.99432,3.23,10.6
6.2,1.2,0.99266,3.28,10.1
6.5,14.5,0.99456,3.06,11.5
7.4,3.7,0.9915,3.06,11.4
7,1.1,0.99322,3.03,9.2
6.5,1.1,0.9927,3.12,9.7
7.3,3.8,0.99173,3.07,11.3
6.8,4.6,0.99412,3.15,9.6
6.7,10.2,0.99666,2.86,8.9
6.4,7.9,0.99425,3.26,10
6.4,2.4,0.99314,3.18,9.2
6.6,10.7,0.99672,3.08,9
6.4,4.9,0.99024,3.09,12.8
6.6,10.7,0.99672,3.08,9
8,1.1,0.99366,3.08,9.5
6.4,7.9,0.99425,3.26,10
6.6,5.6,0.99299,3.22,11
6.4,2.4,0.99314,3.18,9.2
6.3,14.2,0.99528,3.08,10.6
6.9,9.5,0.99568,3.23,10
6.9,9.5,0.99568,3.23,10
5.7,4.1,0.99062,3.31,11.7
6.9,4.7,0.99058,3.12,12.5
6.9,1.4,0.99059,3.07,11.1
5.3,0.9,0.99119,3.16,9.7
6.8,20.3,0.99727,3.04,12.3
6.7,3.5,0.99021,3.18,12.2
5,2.7,0.99238,3.75,11.3
7.6,1.2,0.99164,3.22,11.6
5.5,1.2,0.99006,3.31,11.3
6,2,0.99078,3.27,11.1
6.1,1.1,0.99036,3.26,11.2
7.5,1.5,0.99123,3.15,11.3
7.3,1.2,0.98978,3.07,12
6.2,18.1,0.99908,3.15,8.8
6.2,18.1,0.99908,3.15,8.8
6.5,3.6,0.99022,3.15,12
6.5,3.5,0.99024,3.15,12
7.4,12.1,0.9973,3.01,9
6.3,17.45,0.99853,3.12,9.3
6.2,12.1,0.99769,3.14,8.7
6.6,3,0.98954,3.1,12.8
6,1.6,0.98974,3.1,11.5
6.3,5.7,0.99382,3.08,10
6.3,5.6,0.99383,3.09,10
6.7,6.8,0.99538,3.33,10.3
6.6,15.6,0.99734,3.25,10.4
6.3,6,0.98981,3.22,13.4
6.8,1.8,0.99095,3.05,11.2
7.4,8.6,0.9964,3.26,9.1
7.4,8.6,0.9964,3.26,9.1
5.7,11.5,0.99411,3.33,10.8
6.8,7.8,0.9915,3.24,12.5
5.9,2.4,0.99234,3.63,11.3
5.9,5,0.99016,3.46,12.8
7.4,8.6,0.9964,3.26,9.1
6.6,1.5,0.98949,3.22,12.7
6.8,5.4,0.99287,3.1,11
6.8,11.9,0.99544,3.02,10.4
6.8,11.9,0.99544,3.02,10.4
5.9,9,0.9941,3.25,10.7
6.1,10,0.994,3.22,10.9
6.8,11.9,0.99544,3.02,10.4
6.8,11.9,0.99546,3.03,10.4
7.1,15.5,0.99737,3.16,9.7
6.8,5.4,0.99287,3.1,11
